2026-05-02 00:06:05.174 | INFO     | DuckDB     | DuckDB | 所有核心表结构初始化完成 (含热点板块)
2026-05-02 00:06:05.174 | INFO     | DuckDB     | DuckDB 核心就绪: E:\1target\p9_project\quant-platform\data\meta\meta.db
2026-05-02 02:27:17.738 | INFO     | Backtest   | [回测 4/5] 模拟第 1981/2671 笔交易: 新天地...
2026-05-02 02:27:17.925 | INFO     | Backtest   | [回测 4/5] 模拟第 1991/2671 笔交易: 九芝堂...
2026-05-02 02:27:18.103 | INFO     | Backtest   | [回测 4/5] 模拟第 2001/2671 笔交易: 神州高铁...
2026-05-02 02:27:18.284 | INFO     | Backtest   | [回测 4/5] 模拟第 2011/2671 笔交易: 张小泉...
2026-05-02 02:27:18.466 | INFO     | Backtest   | [回测 4/5] 模拟第 2021/2671 笔交易: 广信股份...
2026-05-02 02:27:18.669 | INFO     | Backtest   | [回测 4/5] 模拟第 2031/2671 笔交易: 红宝丽...
2026-05-02 02:27:18.895 | INFO     | Backtest   | [回测 4/5] 模拟第 2041/2671 笔交易: 华塑股份...
2026-05-02 02:27:19.087 | INFO     | Backtest   | [回测 4/5] 模拟第 2051/2671 笔交易: 西部证券...
2026-05-02 02:27:19.312 | INFO     | Backtest   | [回测 4/5] 模拟第 2061/2671 笔交易: 冠捷科技...
2026-05-02 02:27:19.500 | INFO     | Backtest   | [回测 4/5] 模拟第 2071/2671 笔交易: 黑猫股份...
2026-05-02 02:27:19.673 | INFO     | Backtest   | [回测 4/5] 模拟第 2081/2671 笔交易: 宝泰隆...
2026-05-02 02:27:19.824 | INFO     | Backtest   | [回测 4/5] 模拟第 2091/2671 笔交易: 金隅集团...
2026-05-02 02:27:19.982 | INFO     | Backtest   | [回测 4/5] 模拟第 2101/2671 笔交易: 力诺药包...
2026-05-02 02:27:20.165 | INFO     | Backtest   | [回测 4/5] 模拟第 2111/2671 笔交易: 易成新能...
2026-05-02 02:27:20.368 | INFO     | Backtest   | [回测 4/5] 模拟第 2121/2671 笔交易: 山河智能...
2026-05-02 02:27:20.555 | INFO     | Backtest   | [回测 4/5] 模拟第 2131/2671 笔交易: 成都路桥...
2026-05-02 02:27:20.768 | INFO     | Backtest   | [回测 4/5] 模拟第 2141/2671 笔交易: 洪汇新材...
2026-05-02 02:27:20.943 | INFO     | Backtest   | [回测 4/5] 模拟第 2151/2671 笔交易: 中曼石油...
2026-05-02 02:27:21.116 | INFO     | Backtest   | [回测 4/5] 模拟第 2161/2671 笔交易: 福成股份...
2026-05-02 02:27:21.282 | INFO     | Backtest   | [回测 4/5] 模拟第 2171/2671 笔交易: 楚天龙...
2026-05-02 02:27:21.465 | INFO     | Backtest   | [回测 4/5] 模拟第 2181/2671 笔交易: 博源化工...
2026-05-02 02:27:21.630 | INFO     | Backtest   | [回测 4/5] 模拟第 2191/2671 笔交易: 方盛制药...
2026-05-02 02:27:21.826 | INFO     | Backtest   | [回测 4/5] 模拟第 2201/2671 笔交易: 菲达环保...
2026-05-02 02:27:22.030 | INFO     | Backtest   | [回测 4/5] 模拟第 2211/2671 笔交易: 滨江集团...
2026-05-02 02:27:22.216 | INFO     | Backtest   | [回测 4/5] 模拟第 2221/2671 笔交易: 雅艺科技...
2026-05-02 02:27:22.374 | INFO     | Backtest   | [回测 4/5] 模拟第 2231/2671 笔交易: 永杉锂业...
2026-05-02 02:27:22.505 | INFO     | Backtest   | [回测 4/5] 模拟第 2241/2671 笔交易: 新里程...
2026-05-02 02:27:22.637 | INFO     | Backtest   | [回测 4/5] 模拟第 2251/2671 笔交易: 和仁科技...
2026-05-02 02:27:22.774 | INFO     | Backtest   | [回测 4/5] 模拟第 2261/2671 笔交易: 中信金属...
2026-05-02 02:27:22.874 | INFO     | Backtest   | [回测 4/5] 模拟第 2271/2671 笔交易: 中孚信息...
2026-05-02 02:27:22.999 | INFO     | Backtest   | [回测 4/5] 模拟第 2281/2671 笔交易: 金隅冀东...
2026-05-02 02:27:23.148 | INFO     | Backtest   | [回测 4/5] 模拟第 2291/2671 笔交易: 光环新网...
2026-05-02 02:27:23.292 | INFO     | Backtest   | [回测 4/5] 模拟第 2301/2671 笔交易: 鼎信通讯...
2026-05-02 02:27:23.439 | INFO     | Backtest   | [回测 4/5] 模拟第 2311/2671 笔交易: 台华新材...
2026-05-02 02:27:23.624 | INFO     | Backtest   | [回测 4/5] 模拟第 2321/2671 笔交易: 永悦科技...
2026-05-02 02:27:23.770 | INFO     | Backtest   | [回测 4/5] 模拟第 2331/2671 笔交易: 广田集团...
2026-05-02 02:27:23.874 | INFO     | Backtest   | [回测 4/5] 模拟第 2341/2671 笔交易: 东方材料...
2026-05-02 02:27:24.009 | INFO     | Backtest   | [回测 4/5] 模拟第 2351/2671 笔交易: 塞力医疗...
2026-05-02 02:27:24.145 | INFO     | Backtest   | [回测 4/5] 模拟第 2361/2671 笔交易: 黄河旋风...
2026-05-02 02:27:24.276 | INFO     | Backtest   | [回测 4/5] 模拟第 2371/2671 笔交易: 道明光学...
2026-05-02 02:27:24.408 | INFO     | Backtest   | [回测 4/5] 模拟第 2381/2671 笔交易: 博源化工...
2026-05-02 02:27:24.522 | INFO     | Backtest   | [回测 4/5] 模拟第 2391/2671 笔交易: 京能电力...
2026-05-02 02:27:24.616 | INFO     | Backtest   | [回测 4/5] 模拟第 2401/2671 笔交易: 来伊份...
2026-05-02 02:27:24.751 | INFO     | Backtest   | [回测 4/5] 模拟第 2411/2671 笔交易: 华东重机...
2026-05-02 02:27:24.891 | INFO     | Backtest   | [回测 4/5] 模拟第 2421/2671 笔交易: 白银有色...
2026-05-02 02:27:25.051 | INFO     | Backtest   | [回测 4/5] 模拟第 2431/2671 笔交易: 合力泰...
2026-05-02 02:27:25.208 | INFO     | Backtest   | [回测 4/5] 模拟第 2441/2671 笔交易: 人民网...
2026-05-02 02:27:25.374 | INFO     | Backtest   | [回测 4/5] 模拟第 2451/2671 笔交易: 邦彦技术...
2026-05-02 02:27:25.569 | INFO     | Backtest   | [回测 4/5] 模拟第 2461/2671 笔交易: 聚光科技...
2026-05-02 02:27:25.769 | INFO     | Backtest   | [回测 4/5] 模拟第 2471/2671 笔交易: 省广集团...
2026-05-02 02:27:25.935 | INFO     | Backtest   | [回测 4/5] 模拟第 2481/2671 笔交易: 实达集团...
2026-05-02 02:27:26.111 | INFO     | Backtest   | [回测 4/5] 模拟第 2491/2671 笔交易: 山推股份...
2026-05-02 02:27:26.261 | INFO     | Backtest   | [回测 4/5] 模拟第 2501/2671 笔交易: 杭州高新...
2026-05-02 02:27:26.451 | INFO     | Backtest   | [回测 4/5] 模拟第 2511/2671 笔交易: 科德教育...
2026-05-02 02:27:26.625 | INFO     | Backtest   | [回测 4/5] 模拟第 2521/2671 笔交易: 蓝海华腾...
2026-05-02 02:27:26.815 | INFO     | Backtest   | [回测 4/5] 模拟第 2531/2671 笔交易: 东北证券...
2026-05-02 02:27:26.967 | INFO     | Backtest   | [回测 4/5] 模拟第 2541/2671 笔交易: 中山公用...
2026-05-02 02:27:27.105 | INFO     | Backtest   | [回测 4/5] 模拟第 2551/2671 笔交易: 瑞华泰...
2026-05-02 02:27:27.227 | INFO     | Backtest   | [回测 4/5] 模拟第 2561/2671 笔交易: 三七互娱...
2026-05-02 02:27:27.370 | INFO     | Backtest   | [回测 4/5] 模拟第 2571/2671 笔交易: 科锐国际...
2026-05-02 02:27:27.512 | INFO     | Backtest   | [回测 4/5] 模拟第 2581/2671 笔交易: 中京电子...
2026-05-02 02:27:27.616 | INFO     | Backtest   | [回测 4/5] 模拟第 2591/2671 笔交易: 渤海化学...
2026-05-02 02:27:27.725 | INFO     | Backtest   | [回测 4/5] 模拟第 2601/2671 笔交易: 中国东航...
2026-05-02 02:27:27.827 | INFO     | Backtest   | [回测 4/5] 模拟第 2611/2671 笔交易: 博源化工...
2026-05-02 02:27:27.980 | INFO     | Backtest   | [回测 4/5] 模拟第 2621/2671 笔交易: 湖北宜化...
2026-05-02 02:27:28.041 | INFO     | Backtest   | [回测 4/5] 模拟第 2631/2671 笔交易: 天润工业...
2026-05-02 02:27:28.126 | INFO     | Backtest   | [回测 4/5] 模拟第 2641/2671 笔交易: 网宿科技...
2026-05-02 02:27:28.232 | INFO     | Backtest   | [回测 4/5] 模拟第 2651/2671 笔交易: 太极实业...
2026-05-02 02:27:28.334 | INFO     | Backtest   | [回测 4/5] 模拟第 2661/2671 笔交易: 龙腾光电...
2026-05-02 02:27:28.449 | INFO     | Backtest   | [回测 4/5] 模拟第 2671/2671 笔交易: 欧普康视...
2026-05-02 02:27:28.465 | INFO     | Backtest   | [回测 5/5] 回测任务完成: 1022笔(含0笔平手离场)
2026-05-02 02:27:29.013 | INFO     | Backtest   | [回测 1/5] 筛选回测目标股票...
2026-05-02 02:27:29.030 | INFO     | Backtest   | [回测 2/5] 加载 5010 只股票的历史数据进行快速扫描...
2026-05-02 02:27:42.608 | INFO     | Backtest   | [回测 3/5] 计算策略信号 (基于日线信号库)...
2026-05-02 02:27:42.615 | INFO     | Screener   | 🧬 [Loader] 识别到类继承策略: MA5AngleOriginalStrategy
2026-05-02 02:27:56.936 | INFO     | Backtest   | [回测 4/5] 处理 1376 条信号，执行精细分钟线仿真...
2026-05-02 02:27:56.938 | INFO     | Backtest   | [回测 4/5] 模拟第 1/1376 笔交易: 海陆重工...
2026-05-02 02:27:57.218 | INFO     | Backtest   | [回测 4/5] 模拟第 11/1376 笔交易: 万里股份...
2026-05-02 02:27:57.537 | INFO     | Backtest   | [回测 4/5] 模拟第 21/1376 笔交易: 朝阳科技...
2026-05-02 02:27:57.808 | INFO     | Backtest   | [回测 4/5] 模拟第 31/1376 笔交易: 云鼎科技...
2026-05-02 02:27:58.109 | INFO     | Backtest   | [回测 4/5] 模拟第 41/1376 笔交易: 中安科...
2026-05-02 02:27:58.424 | INFO     | Backtest   | [回测 4/5] 模拟第 51/1376 笔交易: 方正科技...
2026-05-02 02:27:58.780 | INFO     | Backtest   | [回测 4/5] 模拟第 61/1376 笔交易: 三变科技...
2026-05-02 02:27:59.098 | INFO     | Backtest   | [回测 4/5] 模拟第 71/1376 笔交易: 国安股份...
2026-05-02 02:27:59.407 | INFO     | Backtest   | [回测 4/5] 模拟第 81/1376 笔交易: 慈星股份...
2026-05-02 02:27:59.726 | INFO     | Backtest   | [回测 4/5] 模拟第 91/1376 笔交易: 龙洲股份...
2026-05-02 02:28:00.018 | INFO     | Backtest   | [回测 4/5] 模拟第 101/1376 笔交易: 日海智能...
2026-05-02 02:28:00.340 | INFO     | Backtest   | [回测 4/5] 模拟第 111/1376 笔交易: 同方股份...
2026-05-02 02:28:00.659 | INFO     | Backtest   | [回测 4/5] 模拟第 121/1376 笔交易: 弘业期货...
2026-05-02 02:28:00.960 | INFO     | Backtest   | [回测 4/5] 模拟第 131/1376 笔交易: 中科江南...
2026-05-02 02:28:01.278 | INFO     | Backtest   | [回测 4/5] 模拟第 141/1376 笔交易: 上海艾录...
2026-05-02 02:28:01.555 | INFO     | Backtest   | [回测 4/5] 模拟第 151/1376 笔交易: 恒实科技...
2026-05-02 02:28:01.851 | INFO     | Backtest   | [回测 4/5] 模拟第 161/1376 笔交易: 利柏特...
2026-05-02 02:28:02.182 | INFO     | Backtest   | [回测 4/5] 模拟第 171/1376 笔交易: 飞南资源...
2026-05-02 02:28:02.482 | INFO     | Backtest   | [回测 4/5] 模拟第 181/1376 笔交易: 风华高科...
2026-05-02 02:28:02.784 | INFO     | Backtest   | [回测 4/5] 模拟第 191/1376 笔交易: 四方新材...
2026-05-02 02:28:03.073 | INFO     | Backtest   | [回测 4/5] 模拟第 201/1376 笔交易: 泰和科技...
2026-05-02 02:28:03.382 | INFO     | Backtest   | [回测 4/5] 模拟第 211/1376 笔交易: 交大昂立...
2026-05-02 02:28:03.723 | INFO     | Backtest   | [回测 4/5] 模拟第 221/1376 笔交易: 沙河股份...
2026-05-02 02:28:04.014 | INFO     | Backtest   | [回测 4/5] 模拟第 231/1376 笔交易: 宁波富达...
2026-05-02 02:28:04.341 | INFO     | Backtest   | [回测 4/5] 模拟第 241/1376 笔交易: 锦和商管...
2026-05-02 02:28:04.657 | INFO     | Backtest   | [回测 4/5] 模拟第 251/1376 笔交易: 兆日科技...
2026-05-02 02:28:04.934 | INFO     | Backtest   | [回测 4/5] 模拟第 261/1376 笔交易: 大港股份...
2026-05-02 02:28:05.263 | INFO     | Backtest   | [回测 4/5] 模拟第 271/1376 笔交易: 新亚电缆...
2026-05-02 02:28:05.576 | INFO     | Backtest   | [回测 4/5] 模拟第 281/1376 笔交易: 德昌股份...
2026-05-02 02:28:05.881 | INFO     | Backtest   | [回测 4/5] 模拟第 291/1376 笔交易: 铭普光磁...
2026-05-02 02:28:06.171 | INFO     | Backtest   | [回测 4/5] 模拟第 301/1376 笔交易: 浙江世宝...
2026-05-02 02:28:06.462 | INFO     | Backtest   | [回测 4/5] 模拟第 311/1376 笔交易: 赫美集团...
2026-05-02 02:28:06.770 | INFO     | Backtest   | [回测 4/5] 模拟第 321/1376 笔交易: 鸥玛软件...
2026-05-02 02:28:07.093 | INFO     | Backtest   | [回测 4/5] 模拟第 331/1376 笔交易: 惠云钛业...
2026-05-02 02:28:07.427 | INFO     | Backtest   | [回测 4/5] 模拟第 341/1376 笔交易: 喜悦智行...
2026-05-02 02:28:07.749 | INFO     | Backtest   | [回测 4/5] 模拟第 351/1376 笔交易: 佳云科技...
2026-05-02 02:28:08.066 | INFO     | Backtest   | [回测 4/5] 模拟第 361/1376 笔交易: 骏亚科技...
2026-05-02 02:28:08.393 | INFO     | Backtest   | [回测 4/5] 模拟第 371/1376 笔交易: 中仑新材...
2026-05-02 02:28:08.716 | INFO     | Backtest   | [回测 4/5] 模拟第 381/1376 笔交易: 上海三毛...
2026-05-02 02:28:09.063 | INFO     | Backtest   | [回测 4/5] 模拟第 391/1376 笔交易: 圣湘生物...
2026-05-02 02:28:09.380 | INFO     | Backtest   | [回测 4/5] 模拟第 401/1376 笔交易: 威迈斯...
2026-05-02 02:28:09.704 | INFO     | Backtest   | [回测 4/5] 模拟第 411/1376 笔交易: 新朋股份...
2026-05-02 02:28:10.012 | INFO     | Backtest   | [回测 4/5] 模拟第 421/1376 笔交易: 三诺生物...
2026-05-02 02:28:10.291 | INFO     | Backtest   | [回测 4/5] 模拟第 431/1376 笔交易: 光华科技...
2026-05-02 02:28:10.581 | INFO     | Backtest   | [回测 4/5] 模拟第 441/1376 笔交易: 中农立华...
2026-05-02 02:28:10.874 | INFO     | Backtest   | [回测 4/5] 模拟第 451/1376 笔交易: 川仪股份...
2026-05-02 02:28:11.142 | INFO     | Backtest   | [回测 4/5] 模拟第 461/1376 笔交易: 文峰股份...
2026-05-02 02:28:11.409 | INFO     | Backtest   | [回测 4/5] 模拟第 471/1376 笔交易: 生物股份...
2026-05-02 02:28:11.695 | INFO     | Backtest   | [回测 4/5] 模拟第 481/1376 笔交易: 百傲化学...
2026-05-02 02:28:11.968 | INFO     | Backtest   | [回测 4/5] 模拟第 491/1376 笔交易: 耐普矿机...
2026-05-02 02:28:12.284 | INFO     | Backtest   | [回测 4/5] 模拟第 501/1376 笔交易: 国信证券...
2026-05-02 02:28:12.566 | INFO     | Backtest   | [回测 4/5] 模拟第 511/1376 笔交易: 松炀资源...
2026-05-02 02:28:12.865 | INFO     | Backtest   | [回测 4/5] 模拟第 521/1376 笔交易: 郑中设计...
2026-05-02 02:28:13.132 | INFO     | Backtest   | [回测 4/5] 模拟第 531/1376 笔交易: 漫步者...
2026-05-02 02:28:13.431 | INFO     | Backtest   | [回测 4/5] 模拟第 541/1376 笔交易: 英力股份...
2026-05-02 02:28:13.755 | INFO     | Backtest   | [回测 4/5] 模拟第 551/1376 笔交易: 安利股份...
2026-05-02 02:28:14.050 | INFO     | Backtest   | [回测 4/5] 模拟第 561/1376 笔交易: 江海股份...
2026-05-02 02:28:14.300 | INFO     | Backtest   | [回测 4/5] 模拟第 571/1376 笔交易: 鸿路钢构...
2026-05-02 02:28:14.524 | INFO     | Backtest   | [回测 4/5] 模拟第 581/1376 笔交易: 君正集团...
2026-05-02 02:28:14.798 | INFO     | Backtest   | [回测 4/5] 模拟第 591/1376 笔交易: 福瑞达...
2026-05-02 02:28:15.028 | INFO     | Backtest   | [回测 4/5] 模拟第 601/1376 笔交易: 正和生态...
2026-05-02 02:28:15.276 | INFO     | Backtest   | [回测 4/5] 模拟第 611/1376 笔交易: 宁波精达...
2026-05-02 02:28:15.523 | INFO     | Backtest   | [回测 4/5] 模拟第 621/1376 笔交易: 天顺股份...
2026-05-02 02:28:15.807 | INFO     | Backtest   | [回测 4/5] 模拟第 631/1376 笔交易: 齐鲁银行...
2026-05-02 02:28:16.044 | INFO     | Backtest   | [回测 4/5] 模拟第 641/1376 笔交易: 晶瑞电材...
2026-05-02 02:28:16.336 | INFO     | Backtest   | [回测 4/5] 模拟第 651/1376 笔交易: 龙溪股份...
2026-05-02 02:28:16.558 | INFO     | Backtest   | [回测 4/5] 模拟第 661/1376 笔交易: 竞业达...
2026-05-02 02:28:16.830 | INFO     | Backtest   | [回测 4/5] 模拟第 671/1376 笔交易: 燕东微...
2026-05-02 02:28:17.091 | INFO     | Backtest   | [回测 4/5] 模拟第 681/1376 笔交易: 保利发展...
2026-05-02 02:28:17.314 | INFO     | Backtest   | [回测 4/5] 模拟第 691/1376 笔交易: 大唐发电...
2026-05-02 02:28:17.524 | INFO     | Backtest   | [回测 4/5] 模拟第 701/1376 笔交易: 金丹科技...
2026-05-02 02:28:17.794 | INFO     | Backtest   | [回测 4/5] 模拟第 711/1376 笔交易: 特力Ａ...
2026-05-02 02:28:18.024 | INFO     | Backtest   | [回测 4/5] 模拟第 721/1376 笔交易: 东土科技...
2026-05-02 02:28:18.270 | INFO     | Backtest   | [回测 4/5] 模拟第 731/1376 笔交易: TCL科技...
2026-05-02 02:28:18.510 | INFO     | Backtest   | [回测 4/5] 模拟第 741/1376 笔交易: 思进智能...
2026-05-02 02:28:18.744 | INFO     | Backtest   | [回测 4/5] 模拟第 751/1376 笔交易: 科大国创...
2026-05-02 02:28:18.951 | INFO     | Backtest   | [回测 4/5] 模拟第 761/1376 笔交易: 兴业股份...
2026-05-02 02:28:19.188 | INFO     | Backtest   | [回测 4/5] 模拟第 771/1376 笔交易: 必创科技...
2026-05-02 02:28:19.408 | INFO     | Backtest   | [回测 4/5] 模拟第 781/1376 笔交易: 凯龙股份...
2026-05-02 02:28:19.673 | INFO     | Backtest   | [回测 4/5] 模拟第 791/1376 笔交易: 设研院...
2026-05-02 02:28:19.918 | INFO     | Backtest   | [回测 4/5] 模拟第 801/1376 笔交易: 城市传媒...
2026-05-02 02:28:20.182 | INFO     | Backtest   | [回测 4/5] 模拟第 811/1376 笔交易: 勤上股份...
2026-05-02 02:28:20.416 | INFO     | Backtest   | [回测 4/5] 模拟第 821/1376 笔交易: 中国卫通...
2026-05-02 02:28:20.660 | INFO     | Backtest   | [回测 4/5] 模拟第 831/1376 笔交易: 多氟多...
2026-05-02 02:28:20.865 | INFO     | Backtest   | [回测 4/5] 模拟第 841/1376 笔交易: 安利股份...
2026-05-02 02:28:21.115 | INFO     | Backtest   | [回测 4/5] 模拟第 851/1376 笔交易: 狮头股份...
2026-05-02 02:28:21.380 | INFO     | Backtest   | [回测 4/5] 模拟第 861/1376 笔交易: 龙腾光电...
2026-05-02 02:28:21.631 | INFO     | Backtest   | [回测 4/5] 模拟第 871/1376 笔交易: 泰豪科技...
2026-05-02 02:28:21.854 | INFO     | Backtest   | [回测 4/5] 模拟第 881/1376 笔交易: 松炀资源...
2026-05-02 02:28:22.102 | INFO     | Backtest   | [回测 4/5] 模拟第 891/1376 笔交易: 神思电子...
2026-05-02 02:28:22.320 | INFO     | Backtest   | [回测 4/5] 模拟第 901/1376 笔交易: 美利云...
2026-05-02 02:28:22.488 | INFO     | Backtest   | [回测 4/5] 模拟第 911/1376 笔交易: 万里扬...
2026-05-02 02:28:22.709 | INFO     | Backtest   | [回测 4/5] 模拟第 921/1376 笔交易: 光力科技...
2026-05-02 02:28:22.900 | INFO     | Backtest   | [回测 4/5] 模拟第 931/1376 笔交易: 银龙股份...
2026-05-02 02:28:23.094 | INFO     | Backtest   | [回测 4/5] 模拟第 941/1376 笔交易: 浩云科技...
2026-05-02 02:28:23.292 | INFO     | Backtest   | [回测 4/5] 模拟第 951/1376 笔交易: 先锋电子...
2026-05-02 02:28:23.493 | INFO     | Backtest   | [回测 4/5] 模拟第 961/1376 笔交易: 世纪华通...
2026-05-02 02:28:23.710 | INFO     | Backtest   | [回测 4/5] 模拟第 971/1376 笔交易: 睿智医药...
2026-05-02 02:28:23.921 | INFO     | Backtest   | [回测 4/5] 模拟第 981/1376 笔交易: 凯普生物...
2026-05-02 02:28:24.174 | INFO     | Backtest   | [回测 4/5] 模拟第 991/1376 笔交易: 东方生物...
2026-05-02 02:28:24.394 | INFO     | Backtest   | [回测 4/5] 模拟第 1001/1376 笔交易: 沃森生物...
2026-05-02 02:28:24.613 | INFO     | Backtest   | [回测 4/5] 模拟第 1011/1376 笔交易: 潞化科技...
2026-05-02 02:28:24.785 | INFO     | Backtest   | [回测 4/5] 模拟第 1021/1376 笔交易: 新联电子...
2026-05-02 02:28:25.007 | INFO     | Backtest   | [回测 4/5] 模拟第 1031/1376 笔交易: 秀强股份...
2026-05-02 02:28:25.248 | INFO     | Backtest   | [回测 4/5] 模拟第 1041/1376 笔交易: 中油工程...
2026-05-02 02:28:25.468 | INFO     | Backtest   | [回测 4/5] 模拟第 1051/1376 笔交易: 宝泰隆...
2026-05-02 02:28:25.676 | INFO     | Backtest   | [回测 4/5] 模拟第 1061/1376 笔交易: 捷安高科...
2026-05-02 02:28:25.897 | INFO     | Backtest   | [回测 4/5] 模拟第 1071/1376 笔交易: 成都路桥...
2026-05-02 02:28:26.116 | INFO     | Backtest   | [回测 4/5] 模拟第 1081/1376 笔交易: 吉峰科技...
2026-05-02 02:28:26.295 | INFO     | Backtest   | [回测 4/5] 模拟第 1091/1376 笔交易: 京能电力...
2026-05-02 02:28:26.512 | INFO     | Backtest   | [回测 4/5] 模拟第 1101/1376 笔交易: 湖南投资...
2026-05-02 02:28:26.709 | INFO     | Backtest   | [回测 4/5] 模拟第 1111/1376 笔交易: 新里程...
2026-05-02 02:28:26.838 | INFO     | Backtest   | [回测 4/5] 模拟第 1121/1376 笔交易: 中孚信息...
2026-05-02 02:28:26.999 | INFO     | Backtest   | [回测 4/5] 模拟第 1131/1376 笔交易: 清越科技...
2026-05-02 02:28:27.200 | INFO     | Backtest   | [回测 4/5] 模拟第 1141/1376 笔交易: 永东股份...
2026-05-02 02:28:27.366 | INFO     | Backtest   | [回测 4/5] 模拟第 1151/1376 笔交易: 华创云信...
2026-05-02 02:28:27.520 | INFO     | Backtest   | [回测 4/5] 模拟第 1161/1376 笔交易: 海天精工...
2026-05-02 02:28:27.691 | INFO     | Backtest   | [回测 4/5] 模拟第 1171/1376 笔交易: 大西洋...
2026-05-02 02:28:27.875 | INFO     | Backtest   | [回测 4/5] 模拟第 1181/1376 笔交易: 蓝色光标...
2026-05-02 02:28:28.001 | INFO     | Backtest   | [回测 4/5] 模拟第 1191/1376 笔交易: 锐新科技...
2026-05-02 02:28:28.142 | INFO     | Backtest   | [回测 4/5] 模拟第 1201/1376 笔交易: 唯赛勃...
2026-05-02 02:28:28.313 | INFO     | Backtest   | [回测 4/5] 模拟第 1211/1376 笔交易: 东方雨虹...
2026-05-02 02:28:28.510 | INFO     | Backtest   | [回测 4/5] 模拟第 1221/1376 笔交易: 安泰科技...
2026-05-02 02:28:28.715 | INFO     | Backtest   | [回测 4/5] 模拟第 1231/1376 笔交易: 福石控股...
2026-05-02 02:28:28.935 | INFO     | Backtest   | [回测 4/5] 模拟第 1241/1376 笔交易: 莱绅通灵...
2026-05-02 02:28:29.128 | INFO     | Backtest   | [回测 4/5] 模拟第 1251/1376 笔交易: 天目湖...
2026-05-02 02:28:29.335 | INFO     | Backtest   | [回测 4/5] 模拟第 1261/1376 笔交易: 科顺股份...
2026-05-02 02:28:29.533 | INFO     | Backtest   | [回测 4/5] 模拟第 1271/1376 笔交易: 瑞凌股份...
2026-05-02 02:28:29.730 | INFO     | Backtest   | [回测 4/5] 模拟第 1281/1376 笔交易: 长海股份...
2026-05-02 02:28:29.937 | INFO     | Backtest   | [回测 4/5] 模拟第 1291/1376 笔交易: 长城证券...
2026-05-02 02:28:30.132 | INFO     | Backtest   | [回测 4/5] 模拟第 1301/1376 笔交易: 中山公用...
2026-05-02 02:28:30.279 | INFO     | Backtest   | [回测 4/5] 模拟第 1311/1376 笔交易: 凤凰航运...
2026-05-02 02:28:30.454 | INFO     | Backtest   | [回测 4/5] 模拟第 1321/1376 笔交易: 通光线缆...
2026-05-02 02:28:30.572 | INFO     | Backtest   | [回测 4/5] 模拟第 1331/1376 笔交易: 百亚股份...
2026-05-02 02:28:30.691 | INFO     | Backtest   | [回测 4/5] 模拟第 1341/1376 笔交易: 石化机械...
2026-05-02 02:28:30.858 | INFO     | Backtest   | [回测 4/5] 模拟第 1351/1376 笔交易: 建元信托...
2026-05-02 02:28:30.967 | INFO     | Backtest   | [回测 4/5] 模拟第 1361/1376 笔交易: 拓尔思...
2026-05-02 02:28:31.109 | INFO     | Backtest   | [回测 4/5] 模拟第 1371/1376 笔交易: 华星创业...
2026-05-02 02:28:31.187 | INFO     | Backtest   | [回测 5/5] 回测任务完成: 685笔(含0笔平手离场)
2026-05-02 02:28:31.589 | INFO     | Backtest   | [回测 1/5] 筛选回测目标股票...
2026-05-02 02:28:31.615 | INFO     | Backtest   | [回测 2/5] 加载 5010 只股票的历史数据进行快速扫描...
2026-05-02 02:28:45.595 | INFO     | Backtest   | [回测 3/5] 计算策略信号 (基于日线信号库)...
2026-05-02 02:28:45.601 | INFO     | Screener   | 🧬 [Loader] 识别到类继承策略: MA5AngleOriginalStrategy
2026-05-02 02:29:00.059 | INFO     | Backtest   | [回测 4/5] 处理 2039 条信号，执行精细分钟线仿真...
2026-05-02 02:29:00.062 | INFO     | Backtest   | [回测 4/5] 模拟第 1/2039 笔交易: 潮宏基...
2026-05-02 02:29:00.351 | INFO     | Backtest   | [回测 4/5] 模拟第 11/2039 笔交易: 大烨智能...
2026-05-02 02:29:00.655 | INFO     | Backtest   | [回测 4/5] 模拟第 21/2039 笔交易: 英力特...
2026-05-02 02:29:00.988 | INFO     | Backtest   | [回测 4/5] 模拟第 31/2039 笔交易: 新筑股份...
2026-05-02 02:29:01.266 | INFO     | Backtest   | [回测 4/5] 模拟第 41/2039 笔交易: 莱宝高科...
2026-05-02 02:29:01.551 | INFO     | Backtest   | [回测 4/5] 模拟第 51/2039 笔交易: 荣联科技...
2026-05-02 02:29:01.853 | INFO     | Backtest   | [回测 4/5] 模拟第 61/2039 笔交易: 奥来德...
2026-05-02 02:29:02.147 | INFO     | Backtest   | [回测 4/5] 模拟第 71/2039 笔交易: 嘉事堂...
2026-05-02 02:29:02.465 | INFO     | Backtest   | [回测 4/5] 模拟第 81/2039 笔交易: 海洋王...
2026-05-02 02:29:02.761 | INFO     | Backtest   | [回测 4/5] 模拟第 91/2039 笔交易: 国投智能...
2026-05-02 02:29:03.099 | INFO     | Backtest   | [回测 4/5] 模拟第 101/2039 笔交易: 神州信息...
2026-05-02 02:29:03.441 | INFO     | Backtest   | [回测 4/5] 模拟第 111/2039 笔交易: 卓然股份...
2026-05-02 02:29:03.752 | INFO     | Backtest   | [回测 4/5] 模拟第 121/2039 笔交易: 建新股份...
2026-05-02 02:29:04.072 | INFO     | Backtest   | [回测 4/5] 模拟第 131/2039 笔交易: 软控股份...
